,Poop,IDs,user,timestamp,content,reactions,audio_files,gifs
99,100,4284,Sean,2025-03-14 17:05:19,100,"[{'reaction': 'â\x9d¤', 'actor': 'ð\x9d\x93\x94ð\x9d\x93¸ð\x9d\x93²ð\x9d\x93·'}, {'reaction': 'â\x9d¤', 'actor': 'Katie Long'}, {'reaction': 'â\x9d¤', 'actor': 'Dex'}, {'reaction': 'â\x9d¤', 'actor': 'shane'}]",,
100,101,4346,Sean,2025-03-15 22:59:35,101,,,
101,102,4428,Sean,2025-03-16 19:00:34,102,,,
102,103,4457,Sean,2025-03-17 15:07:40,103,,,
103,104,4459,Sean,2025-03-17 15:07:48,104,,,
104,106,4479,Sean,2025-03-17 23:13:56,106,,,
105,107,4507,Sean,2025-03-18 14:59:22,107,,,
106,108,4562,Sean,2025-03-18 20:20:49,108,,,
107,109,4768,Sean,2025-03-23 13:00:09,109,,,
108,110,4858,Sean,2025-03-25 21:31:50,110,,,
109,111,4934,Sean,2025-03-27 16:29:47,111,"[{'reaction': 'â\x9d¤', 'actor': 'Conor Mcmenamin'}]",,
110,112,4940,Sean,2025-03-27 17:00:55,112,,,
111,113,4975,Sean,2025-03-28 12:06:15,113,,,
112,114,5003,Sean,2025-03-28 16:55:53,114,,,
113,115,5009,Sean,2025-03-28 18:43:33,115,,,
114,116,5021,Sean,2025-03-28 23:59:41,116,,,
115,117,5029,Sean,2025-03-29 12:12:21,117,,,
116,118,5040,Sean,2025-03-29 15:26:43,118 post swim poop,"[{'reaction': 'â\x9d¤', 'actor': 'Ruby Long'}, {'reaction': 'â\x9d¤', 'actor': 'shane'}]",,
117,119,5048,Sean,2025-03-29 20:33:44,119,,,
118,120,5316,Sean,2025-04-02 17:24:15,120,,,
119,121,5349,Sean,2025-04-03 11:27:14,121,,,
120,122,5355,Sean,2025-04-03 13:09:41,122,,,
121,123,5393,Sean,2025-04-04 15:58:52,123,,,
122,124,5452,Sean,2025-04-05 19:01:01,124,,,
123,125,5530,Sean,2025-04-08 09:39:12,125,,,
124,126,5540,Sean,2025-04-08 12:35:58,126,,,
125,127,5554,Sean,2025-04-09 05:56:40,127,,,
126,128,5571,Sean,2025-04-09 12:31:12,128,,,
127,129,5580,Sean,2025-04-09 15:32:19,129,,,
128,130,5595,Sean,2025-04-09 23:37:07,130,,,
129,131,5596,Sean,2025-04-09 23:37:08,131,,,
130,132,5599,Sean,2025-04-10 06:45:20,132,,,
131,133,5601,Sean,2025-04-10 07:35:13,133,,,
132,134,5602,Sean,2025-04-10 10:03:40,134,,,
133,135,5677,Sean,2025-04-12 08:18:26,135,,,
134,136,5680,Sean,2025-04-12 08:22:51,136 now,,,
135,137,5722,Sean,2025-04-12 20:03:29,137,,,
136,138,5724,Sean,2025-04-13 09:11:03,138,,,
137,139,5825,Sean,2025-04-16 09:31:01,139,,,
138,140,5827,Sean,2025-04-16 09:31:10,140,,,
139,141,5834,Sean,2025-04-16 12:07:10,141,,,
140,142,5875,Sean,2025-04-17 08:43:07,142,,,
141,143,5876,Sean,2025-04-17 08:43:11,143,,,
142,144,5911,Sean,2025-04-17 16:17:00,144,,,
143,145,5948,Sean,2025-04-18 13:54:20,145 earlier today,,,
144,146,5985,Sean,2025-04-20 00:26:36,146,,,
145,147,6023,Sean,2025-04-20 15:28:59,147,,,
146,148,6123,Sean,2025-04-22 20:45:55,148,,,
147,149,6129,Sean,2025-04-22 21:26:45,149,,,
148,150,6308,Sean,2025-04-26 14:13:11,150,,,
149,151,6309,Sean,2025-04-26 14:13:12,151,,,
150,152,6316,Sean,2025-04-26 16:35:51,152,,,
151,153,6326,Sean,2025-04-26 22:40:31,153,,,
152,154,6364,Sean,2025-04-28 09:49:20,154 last night,,,
153,155,6365,Sean,2025-04-28 09:49:28,155 this morning,,,
154,156,6420,Sean,2025-04-29 13:03:52,156,,,
155,157,6442,Sean,2025-04-30 10:13:02,157,,,
156,158,6462,Sean,2025-04-30 17:28:33,158,,,
157,159,6463,Sean,2025-04-30 17:28:38,159,,,
158,160,6621,Sean,2025-05-01 21:39:33,160,"[{'reaction': 'â\x9d¤', 'actor': 'shane'}]",,
159,161,6634,Sean,2025-05-02 12:46:49,161,,,
160,162,6667,Sean,2025-05-03 10:35:27,162,,,
161,163,6709,Sean,2025-05-04 20:53:16,163,,,
162,164,6716,Sean,2025-05-04 21:38:52,164,,,
163,165,6717,Sean,2025-05-04 21:38:53,165,,,
164,166,6721,Sean,2025-05-04 22:11:36,166,,,
165,167,6723,Sean,2025-05-04 22:20:49,167,,,
166,168,6724,Sean,2025-05-04 22:20:52,168,,,
167,169,6737,Sean,2025-05-05 12:51:25,169,,,
168,170,6749,Sean,2025-05-05 20:06:35,170,,,
169,171,6752,Sean,2025-05-05 21:40:17,171,,,
170,172,6753,Sean,2025-05-05 21:47:15,172,,,
171,173,6768,Sean,2025-05-06 10:50:36,173,,,
172,174,6774,Sean,2025-05-06 14:27:43,174,,,
173,175,6803,Sean,2025-05-07 12:07:38,175,,,
174,176,6819,Sean,2025-05-07 17:45:38,176,,,
175,177,6923,Sean,2025-05-10 17:13:02,177,,,
176,178,6938,Sean,2025-05-11 13:00:06,178,,,
177,179,6939,Sean,2025-05-11 13:00:08,179,,,
178,180,6957,Sean,2025-05-11 19:21:49,180,,,
179,181,6965,Sean,2025-05-11 21:02:53,181,,,
180,182,7000,Sean,2025-05-12 15:03:49,182,,,
181,183,7017,Sean,2025-05-13 06:05:05,183,,,
182,184,7071,Sean,2025-05-14 09:46:38,184,,,
183,185,7073,Sean,2025-05-14 09:46:46,185,,,
184,186,7090,Sean,2025-05-14 21:44:57,186,,,
185,187,7155,Sean,2025-05-16 14:27:13,187,,,
186,188,7171,Sean,2025-05-17 12:15:56,188,,,
187,189,7235,Sean,2025-05-18 12:00:46,189,,,
188,191,7265,Sean,2025-05-19 12:04:49,191,,,
189,192,7277,Sean,2025-05-19 17:07:54,192,"[{'reaction': 'â\x9d¤', 'actor': 'Dex'}]",,
190,193,7286,Sean,2025-05-19 21:49:43,193,,,
191,194,7322,Sean,2025-05-20 16:02:09,194,,,
192,195,7350,Sean,2025-05-20 21:19:00,195,,,
193,196,7394,Sean,2025-05-21 23:08:44,196,"[{'reaction': 'â\x9d¤', 'actor': 'Emma Smyth'}]",,
194,197,7396,Sean,2025-05-22 06:15:28,197,,,
195,198,7404,Sean,2025-05-22 10:15:13,198,,,
196,199,7412,Sean,2025-05-22 12:05:31,199,,,
197,201,7466,Sean,2025-05-23 15:06:24,201,,,
198,202,7481,Sean,2025-05-23 17:48:05,202,,,
199,203,7570,Sean,2025-05-25 11:58:46,203,,,
200,204,7581,Sean,2025-05-25 18:41:07,204,,,
201,205,7582,Sean,2025-05-25 18:41:10,205,,,
202,206,7737,Sean,2025-05-28 19:13:29,206,,,
203,207,7740,Sean,2025-05-28 22:46:54,207,,,
204,208,7775,Sean,2025-05-29 17:36:17,208,,,
